localizacao,nivel_urgencia,tipo_situacao,pessoas_envolvidas
"Avenida da República, 1367, Recife - PE",Baixo,Vandalismo,Suspeito(s) em fuga
"Praça Duque de Caxias, 323, Goiânia - GO",Baixo,Alarme disparado,Múltiplas pessoas
"Rua Sete de Setembro, 2410, Florianópolis - SC",Baixo,Vandalismo,Vítima não identificada
"Alameda Barão do Rio Branco, 973, Rio de Janeiro - RJ",Alto,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Alameda Barão do Rio Branco, 1403, Belo Horizonte - MG",Médio,Desaparecimento,"Família (Homem, Mulher, Criança)"
"Travessa Brasil, 651, Curitiba - PR",Baixo,Maus tratos a animais,Homem
"Travessa Marechal Deodoro, 2348, Florianópolis - SC",Baixo,Incêndio,Casal
"Avenida Barão do Rio Branco, 1386, Curitiba - PR",Alto,Roubo (sem arma),Casal
"Estrada da Paz, 1231, Manaus - AM",Baixo,Incêndio,"Família (Homem, Mulher, Criança)"
"Rua São José, 2085, Manaus - AM",Baixo,Furto,Casal
"Alameda Barão do Rio Branco, 228, Salvador - BA",Médio,Desaparecimento,Vítima não identificada
"Travessa XV de Novembro, 1364, Curitiba - PR",Alto,Maus tratos a animais,Vítima não identificada
"Praça Marechal Deodoro, 2428, São Paulo - SP",Baixo,Acidente de trânsito sem vítima,Casal
"Travessa Primeiro de Maio, 159, Porto Alegre - RS",Baixo,Maus tratos a animais,Homem
"Estrada Tiradentes, 809, Belo Horizonte - MG",Baixo,Maus tratos a animais,Homem
"Rua Primeiro de Maio, 2220, Fortaleza - CE",Baixo,Assalto a mão armada,N/A (Ex: Incêndio)
"Alameda do Sol, 668, Porto Alegre - RS",Médio,Atividade suspeita,Mulher
"Estrada Duque de Caxias, 1405, Porto Alegre - RS",Alto,Perturbação do sossego,Homem
"Rua Tiradentes, 2110, Florianópolis - SC",Médio,Furto,Suspeito(s) em fuga
"Praça Dom Pedro II, 1991, Recife - PE",Baixo,Briga doméstica,Múltiplas pessoas
"Praça Marechal Deodoro, 318, Fortaleza - CE",Médio,Acidente de trânsito com vítima,Vítima não identificada
"Alameda Marechal Deodoro, 1434, Goiânia - GO",Médio,Maus tratos a animais,Múltiplas pessoas
"Avenida Santos Dumont, 1181, Rio de Janeiro - RJ",Médio,Vandalismo,Grupo de homens
"Travessa Marechal Deodoro, 1929, Curitiba - PR",Alto,Desaparecimento,N/A (Ex: Incêndio)
"Alameda do Sol, 1885, Florianópolis - SC",Alto,Atividade suspeita,Grupo de homens
"Rua Santa Rita, 2054, Porto Alegre - RS",Alto,Maus tratos a animais,Casal
"Rua Santos Dumont, 1067, Belo Horizonte - MG",Médio,Vandalismo,Grupo de homens
"Alameda da Paz, 2057, Goiânia - GO",Baixo,Incêndio,Grupo de homens
"Avenida Brasil, 1372, Rio de Janeiro - RJ",Médio,Assalto a mão armada,Idoso
"Praça do Sol, 1501, Belo Horizonte - MG",Médio,Alarme disparado,N/A (Ex: Incêndio)
"Rua Sete de Setembro, 1423, Manaus - AM",Baixo,Assalto a mão armada,Grupo de homens
"Praça Santa Rita, 1782, Rio de Janeiro - RJ",Baixo,Furto,Vítima não identificada
"Rua Santa Rita, 1244, Goiânia - GO",Baixo,Perturbação do sossego,Idoso
"Praça XV de Novembro, 78, Recife - PE",Médio,Atividade suspeita,Vítima não identificada
"Travessa das Flores, 1548, Florianópolis - SC",Médio,Maus tratos a animais,Criança
"Avenida do Sol, 2430, Fortaleza - CE",Alto,Maus tratos a animais,Vítima não identificada
"Rua do Sol, 716, Florianópolis - SC",Baixo,Roubo (sem arma),N/A (Ex: Incêndio)
"Travessa Brasil, 284, Belo Horizonte - MG",Médio,Atividade suspeita,Mulher
"Praça XV de Novembro, 950, Brasília - DF",Baixo,Maus tratos a animais,Casal
"Estrada Santa Rita, 1231, Brasília - DF",Médio,Atividade suspeita,Múltiplas pessoas
"Rua das Flores, 2013, Manaus - AM",Médio,Agressão física,Mulher
"Estrada da República, 450, Manaus - AM",Baixo,Maus tratos a animais,N/A (Ex: Incêndio)
"Alameda da Paz, 2389, Brasília - DF",Baixo,Vandalismo,Casal
"Estrada Brasil, 1306, Recife - PE",Médio,Atividade suspeita,Casal
"Rua Duque de Caxias, 580, Manaus - AM",Médio,Atividade suspeita,Vítima não identificada
"Rua da Paz, 343, Recife - PE",Baixo,Atividade suspeita,Casal
"Praça Sete de Setembro, 646, Belo Horizonte - MG",Médio,Roubo (sem arma),Vítima não identificada
"Alameda Sete de Setembro, 1033, Florianópolis - SC",Alto,Acidente de trânsito com vítima,Casal
"Travessa Sete de Setembro, 683, Recife - PE",Médio,Assalto a mão armada,Mulher
"Travessa Santa Rita, 1808, Porto Alegre - RS",Médio,Briga doméstica,Vítima não identificada
"Estrada Santa Rita, 112, Fortaleza - CE",Alto,Furto,Mulher
"Avenida do Sol, 204, Curitiba - PR",Baixo,Agressão física,Homem
"Travessa das Flores, 2004, Porto Alegre - RS",Baixo,Desaparecimento,N/A (Ex: Incêndio)
"Travessa da República, 35, Curitiba - PR",Baixo,Alarme disparado,Casal
"Estrada Dom Pedro II, 2054, Belo Horizonte - MG",Baixo,Vandalismo,Grupo de homens
"Travessa do Sol, 262, Salvador - BA",Médio,Furto,Múltiplas pessoas
"Alameda da República, 1536, Belo Horizonte - MG",Médio,Atividade suspeita,Casal
"Praça da República, 1410, Curitiba - PR",Médio,Roubo (sem arma),N/A (Ex: Incêndio)
"Rua da Paz, 2341, Porto Alegre - RS",Baixo,Alarme disparado,Criança
"Alameda Primeiro de Maio, 1468, Fortaleza - CE",Baixo,Maus tratos a animais,Grupo de homens
"Travessa da República, 2199, Recife - PE",Alto,Alarme disparado,Múltiplas pessoas
"Rua Barão do Rio Branco, 2083, Fortaleza - CE",Baixo,Atividade suspeita,Idoso
"Avenida Sete de Setembro, 2093, Manaus - AM",Baixo,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Estrada Brasil, 2361, Curitiba - PR",Baixo,Desaparecimento,Casal
"Rua Dom Pedro II, 968, Florianópolis - SC",Alto,Briga doméstica,"Família (Homem, Mulher, Criança)"
"Praça Sete de Setembro, 253, Porto Alegre - RS",Médio,Alarme disparado,Grupo de homens
"Avenida da Paz, 1509, Salvador - BA",Médio,Alarme disparado,N/A (Ex: Incêndio)
"Praça da Paz, 1023, Porto Alegre - RS",Baixo,Assalto a mão armada,Criança
"Rua da Paz, 1397, Florianópolis - SC",Baixo,Acidente de trânsito sem vítima,Criança
"Avenida Barão do Rio Branco, 1989, Florianópolis - SC",Baixo,Incêndio,Homem
"Avenida XV de Novembro, 396, Recife - PE",Alto,Roubo (sem arma),Mulher
"Praça Tiradentes, 1758, São Paulo - SP",Baixo,Alarme disparado,Casal
"Avenida das Flores, 790, Salvador - BA",Baixo,Acidente de trânsito com vítima,Grupo de homens
"Rua Santos Dumont, 2307, Recife - PE",Baixo,Assalto a mão armada,Mulher
"Rua XV de Novembro, 1282, Salvador - BA",Baixo,Agressão física,Suspeito(s) em fuga
"Avenida Marechal Deodoro, 1054, Manaus - AM",Alto,Briga doméstica,Suspeito(s) em fuga
"Travessa Barão do Rio Branco, 2058, Fortaleza - CE",Baixo,Alarme disparado,N/A (Ex: Incêndio)
"Rua Brasil, 309, São Paulo - SP",Médio,Furto,Vítima não identificada
"Travessa da República, 1180, Florianópolis - SC",Baixo,Acidente de trânsito com vítima,Vítima não identificada
"Travessa Dom Pedro II, 2369, Brasília - DF",Baixo,Incêndio,Homem
"Travessa Brasil, 972, Recife - PE",Alto,Atividade suspeita,N/A (Ex: Incêndio)
"Estrada do Sol, 1643, Fortaleza - CE",Baixo,Assalto a mão armada,Mulher
"Avenida Santos Dumont, 1099, Porto Alegre - RS",Baixo,Atividade suspeita,N/A (Ex: Incêndio)
"Rua Sete de Setembro, 2308, Belo Horizonte - MG",Baixo,Briga doméstica,Múltiplas pessoas
"Alameda Barão do Rio Branco, 1507, Florianópolis - SC",Médio,Roubo (sem arma),Múltiplas pessoas
"Rua Marechal Deodoro, 1993, Rio de Janeiro - RJ",Médio,Vandalismo,Casal
"Rua da República, 984, Manaus - AM",Baixo,Vandalismo,Criança
"Praça Duque de Caxias, 51, São Paulo - SP",Baixo,Perturbação do sossego,Vítima não identificada
"Estrada Primeiro de Maio, 411, Belo Horizonte - MG",Médio,Perturbação do sossego,Casal
"Praça Sete de Setembro, 1131, Curitiba - PR",Médio,Agressão física,Vítima não identificada
"Estrada Santos Dumont, 1963, Rio de Janeiro - RJ",Médio,Acidente de trânsito com vítima,Idoso
"Estrada Brasil, 662, Belo Horizonte - MG",Alto,Acidente de trânsito com vítima,Suspeito(s) em fuga
"Travessa das Flores, 1341, Goiânia - GO",Baixo,Alarme disparado,Homem
"Alameda Marechal Deodoro, 350, Salvador - BA",Baixo,Vandalismo,Idoso
"Avenida Tiradentes, 333, Goiânia - GO",Baixo,Agressão física,Casal
"Estrada Tiradentes, 1844, Rio de Janeiro - RJ",Baixo,Acidente de trânsito sem vítima,"Família (Homem, Mulher, Criança)"
"Estrada São José, 703, Brasília - DF",Baixo,Roubo (sem arma),Mulher
"Praça Brasil, 89, Manaus - AM",Baixo,Agressão física,Homem
"Alameda Primeiro de Maio, 1903, Recife - PE",Baixo,Alarme disparado,Criança
"Alameda Tiradentes, 2042, Salvador - BA",Baixo,Acidente de trânsito com vítima,Mulher
"Rua Sete de Setembro, 189, Recife - PE",Médio,Incêndio,Homem
"Rua Brasil, 2132, São Paulo - SP",Baixo,Briga doméstica,Vítima não identificada
"Rua da Paz, 138, Curitiba - PR",Baixo,Acidente de trânsito com vítima,Homem
"Alameda Dom Pedro II, 2048, Florianópolis - SC",Médio,Assalto a mão armada,Idoso
"Alameda Santa Rita, 440, São Paulo - SP",Baixo,Atividade suspeita,Homem
"Rua da Paz, 1999, Goiânia - GO",Médio,Maus tratos a animais,Grupo de homens
"Rua Tiradentes, 1668, Fortaleza - CE",Médio,Maus tratos a animais,Idoso
"Praça Santa Rita, 1270, Manaus - AM",Baixo,Briga doméstica,Casal
"Rua da República, 812, Brasília - DF",Baixo,Briga doméstica,Suspeito(s) em fuga
"Rua da República, 1400, Recife - PE",Baixo,Furto,"Família (Homem, Mulher, Criança)"
"Avenida Duque de Caxias, 1812, Porto Alegre - RS",Médio,Briga doméstica,Mulher
"Avenida Marechal Deodoro, 797, Belo Horizonte - MG",Alto,Perturbação do sossego,Vítima não identificada
"Avenida São José, 754, Brasília - DF",Alto,Assalto a mão armada,Mulher
"Alameda São José, 815, Manaus - AM",Alto,Furto,"Família (Homem, Mulher, Criança)"
"Alameda Duque de Caxias, 1583, Recife - PE",Baixo,Acidente de trânsito sem vítima,Vítima não identificada
"Rua Dom Pedro II, 997, Rio de Janeiro - RJ",Médio,Assalto a mão armada,Suspeito(s) em fuga
"Avenida Dom Pedro II, 2208, Curitiba - PR",Baixo,Furto,"Família (Homem, Mulher, Criança)"
"Avenida Barão do Rio Branco, 1852, Fortaleza - CE",Baixo,Vandalismo,Homem
"Travessa Primeiro de Maio, 2418, Recife - PE",Médio,Maus tratos a animais,Homem
"Travessa São José, 743, São Paulo - SP",Baixo,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Rua da Paz, 940, Florianópolis - SC",Baixo,Maus tratos a animais,Casal
"Rua da República, 1590, Belo Horizonte - MG",Baixo,Maus tratos a animais,Criança
"Alameda Duque de Caxias, 1703, Rio de Janeiro - RJ",Baixo,Acidente de trânsito sem vítima,Múltiplas pessoas
"Avenida Primeiro de Maio, 166, Brasília - DF",Alto,Vandalismo,Grupo de homens
"Travessa Brasil, 95, Rio de Janeiro - RJ",Médio,Assalto a mão armada,Idoso
"Rua São José, 1983, Curitiba - PR",Médio,Briga doméstica,Vítima não identificada
"Rua Tiradentes, 611, Manaus - AM",Médio,Furto,"Família (Homem, Mulher, Criança)"
"Estrada Primeiro de Maio, 417, Goiânia - GO",Baixo,Roubo (sem arma),Vítima não identificada
"Estrada Barão do Rio Branco, 994, Recife - PE",Médio,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Estrada Primeiro de Maio, 2153, Fortaleza - CE",Baixo,Atividade suspeita,"Família (Homem, Mulher, Criança)"
"Alameda Brasil, 1621, São Paulo - SP",Baixo,Maus tratos a animais,Criança
"Praça Sete de Setembro, 643, Brasília - DF",Baixo,Alarme disparado,Grupo de homens
"Rua Marechal Deodoro, 2078, Goiânia - GO",Baixo,Desaparecimento,Mulher
"Rua do Sol, 2052, Recife - PE",Médio,Assalto a mão armada,Casal
"Praça Santa Rita, 245, Rio de Janeiro - RJ",Baixo,Incêndio,N/A (Ex: Incêndio)
"Alameda da Paz, 620, Goiânia - GO",Médio,Briga doméstica,Idoso
"Estrada do Sol, 136, Rio de Janeiro - RJ",Alto,Acidente de trânsito sem vítima,Grupo de homens
"Avenida Santos Dumont, 1299, Recife - PE",Médio,Alarme disparado,Suspeito(s) em fuga
"Travessa da República, 1902, Goiânia - GO",Baixo,Furto,N/A (Ex: Incêndio)
"Alameda Barão do Rio Branco, 2100, Manaus - AM",Médio,Agressão física,Suspeito(s) em fuga
"Alameda Duque de Caxias, 1273, Fortaleza - CE",Baixo,Furto,Vítima não identificada
"Praça São José, 1818, São Paulo - SP",Médio,Maus tratos a animais,Casal
"Estrada Primeiro de Maio, 1692, Brasília - DF",Médio,Maus tratos a animais,Idoso
"Estrada da República, 1011, Salvador - BA",Médio,Briga doméstica,Grupo de homens
"Alameda Brasil, 1319, Brasília - DF",Baixo,Acidente de trânsito com vítima,Homem
"Alameda Marechal Deodoro, 1753, Belo Horizonte - MG",Baixo,Perturbação do sossego,Idoso
"Praça das Flores, 344, Recife - PE",Médio,Furto,Criança
"Rua Tiradentes, 790, Porto Alegre - RS",Baixo,Maus tratos a animais,N/A (Ex: Incêndio)
"Rua Santos Dumont, 2493, Brasília - DF",Médio,Furto,Grupo de homens
"Estrada da República, 1383, Goiânia - GO",Médio,Acidente de trânsito sem vítima,Homem
"Praça XV de Novembro, 2389, Goiânia - GO",Médio,Incêndio,Vítima não identificada
"Praça Santa Rita, 1675, Salvador - BA",Médio,Incêndio,Vítima não identificada
"Praça Sete de Setembro, 615, Goiânia - GO",Alto,Roubo (sem arma),Grupo de homens
"Travessa Tiradentes, 2280, São Paulo - SP",Baixo,Furto,Vítima não identificada
"Estrada Marechal Deodoro, 1255, Rio de Janeiro - RJ",Médio,Acidente de trânsito sem vítima,Mulher
"Travessa São José, 1615, Manaus - AM",Alto,Furto,Múltiplas pessoas
"Praça Sete de Setembro, 1456, Brasília - DF",Baixo,Vandalismo,N/A (Ex: Incêndio)
"Estrada Santos Dumont, 1958, Rio de Janeiro - RJ",Alto,Assalto a mão armada,"Família (Homem, Mulher, Criança)"
"Travessa São José, 1372, Brasília - DF",Baixo,Perturbação do sossego,Vítima não identificada
"Avenida Brasil, 563, Brasília - DF",Alto,Vandalismo,N/A (Ex: Incêndio)
"Rua Barão do Rio Branco, 375, Manaus - AM",Baixo,Furto,"Família (Homem, Mulher, Criança)"
"Avenida Sete de Setembro, 1267, Florianópolis - SC",Médio,Maus tratos a animais,"Família (Homem, Mulher, Criança)"
"Avenida Sete de Setembro, 1767, Curitiba - PR",Médio,Alarme disparado,Múltiplas pessoas
"Travessa Primeiro de Maio, 999, São Paulo - SP",Médio,Acidente de trânsito com vítima,Grupo de homens
"Rua da Paz, 227, Florianópolis - SC",Alto,Agressão física,Homem
"Travessa da República, 862, Florianópolis - SC",Baixo,Incêndio,Casal
"Praça Duque de Caxias, 2424, Porto Alegre - RS",Baixo,Atividade suspeita,N/A (Ex: Incêndio)
"Alameda XV de Novembro, 1774, Rio de Janeiro - RJ",Alto,Atividade suspeita,Homem
"Avenida da Paz, 740, Rio de Janeiro - RJ",Médio,Vandalismo,N/A (Ex: Incêndio)
"Alameda Brasil, 1882, São Paulo - SP",Médio,Acidente de trânsito com vítima,N/A (Ex: Incêndio)
"Alameda da Paz, 1552, Curitiba - PR",Baixo,Assalto a mão armada,Suspeito(s) em fuga
"Alameda XV de Novembro, 2439, Florianópolis - SC",Baixo,Perturbação do sossego,Grupo de homens
"Avenida São José, 1369, Fortaleza - CE",Alto,Acidente de trânsito com vítima,N/A (Ex: Incêndio)
"Avenida da Paz, 2036, Manaus - AM",Alto,Incêndio,Múltiplas pessoas
"Alameda da República, 1233, Florianópolis - SC",Médio,Desaparecimento,Criança
"Alameda Marechal Deodoro, 1030, Florianópolis - SC",Médio,Furto,Mulher
"Rua Primeiro de Maio, 1479, São Paulo - SP",Médio,Assalto a mão armada,Idoso
"Alameda São José, 1912, Florianópolis - SC",Baixo,Atividade suspeita,Idoso
"Avenida São José, 1714, Brasília - DF",Médio,Perturbação do sossego,Idoso
"Avenida Santa Rita, 678, Manaus - AM",Alto,Acidente de trânsito sem vítima,Vítima não identificada
"Rua do Sol, 892, São Paulo - SP",Baixo,Furto,Casal
"Alameda do Sol, 1203, Rio de Janeiro - RJ",Baixo,Briga doméstica,"Família (Homem, Mulher, Criança)"
"Alameda da República, 1270, Manaus - AM",Alto,Acidente de trânsito sem vítima,Grupo de homens
"Alameda da República, 2360, Belo Horizonte - MG",Médio,Alarme disparado,Mulher
"Praça do Sol, 838, Porto Alegre - RS",Baixo,Furto,Criança
"Praça Primeiro de Maio, 392, Florianópolis - SC",Baixo,Acidente de trânsito com vítima,Suspeito(s) em fuga
"Avenida das Flores, 1913, Goiânia - GO",Baixo,Acidente de trânsito sem vítima,Suspeito(s) em fuga
"Praça XV de Novembro, 1684, Belo Horizonte - MG",Médio,Perturbação do sossego,N/A (Ex: Incêndio)
"Travessa Primeiro de Maio, 1852, Brasília - DF",Médio,Roubo (sem arma),Mulher
"Avenida Duque de Caxias, 2138, Manaus - AM",Médio,Assalto a mão armada,Grupo de homens
"Alameda das Flores, 1392, Belo Horizonte - MG",Alto,Maus tratos a animais,Casal
"Praça São José, 119, Fortaleza - CE",Médio,Maus tratos a animais,Múltiplas pessoas
"Avenida Sete de Setembro, 436, Brasília - DF",Baixo,Maus tratos a animais,Casal
"Rua Barão do Rio Branco, 1543, Manaus - AM",Médio,Acidente de trânsito sem vítima,Grupo de homens
"Avenida Santa Rita, 1282, Fortaleza - CE",Médio,Maus tratos a animais,N/A (Ex: Incêndio)
"Praça Duque de Caxias, 479, Fortaleza - CE",Baixo,Furto,N/A (Ex: Incêndio)
"Alameda XV de Novembro, 1290, Porto Alegre - RS",Baixo,Roubo (sem arma),Suspeito(s) em fuga
"Rua Marechal Deodoro, 532, São Paulo - SP",Alto,Agressão física,Mulher
"Estrada Duque de Caxias, 260, Curitiba - PR",Baixo,Alarme disparado,Criança
"Rua Marechal Deodoro, 2337, Belo Horizonte - MG",Médio,Furto,Idoso
"Travessa da República, 1771, Rio de Janeiro - RJ",Alto,Desaparecimento,Homem
"Avenida Duque de Caxias, 1221, Recife - PE",Médio,Assalto a mão armada,Múltiplas pessoas
"Alameda da República, 585, Goiânia - GO",Baixo,Perturbação do sossego,N/A (Ex: Incêndio)
"Alameda Barão do Rio Branco, 2368, Belo Horizonte - MG",Médio,Briga doméstica,Múltiplas pessoas
"Rua da República, 1905, Curitiba - PR",Alto,Acidente de trânsito sem vítima,Casal
"Alameda Primeiro de Maio, 2259, Porto Alegre - RS",Baixo,Maus tratos a animais,Casal
"Avenida Tiradentes, 614, Rio de Janeiro - RJ",Médio,Furto,Suspeito(s) em fuga
"Alameda Santa Rita, 285, Porto Alegre - RS",Médio,Agressão física,Múltiplas pessoas
"Rua Duque de Caxias, 2285, Rio de Janeiro - RJ",Baixo,Furto,Homem
"Praça Barão do Rio Branco, 1705, Curitiba - PR",Médio,Atividade suspeita,N/A (Ex: Incêndio)
"Travessa Marechal Deodoro, 1918, São Paulo - SP",Baixo,Incêndio,Múltiplas pessoas
"Estrada São José, 808, Belo Horizonte - MG",Baixo,Perturbação do sossego,Suspeito(s) em fuga
"Praça Duque de Caxias, 961, Fortaleza - CE",Alto,Incêndio,N/A (Ex: Incêndio)
"Estrada Santos Dumont, 877, Recife - PE",Baixo,Assalto a mão armada,Mulher
"Avenida do Sol, 1123, São Paulo - SP",Médio,Maus tratos a animais,Idoso
"Estrada Santa Rita, 213, Porto Alegre - RS",Baixo,Alarme disparado,Grupo de homens
"Alameda Barão do Rio Branco, 1012, Brasília - DF",Médio,Assalto a mão armada,Suspeito(s) em fuga
"Estrada Primeiro de Maio, 1487, Manaus - AM",Médio,Briga doméstica,Homem
"Travessa Tiradentes, 786, Curitiba - PR",Médio,Roubo (sem arma),Idoso
"Avenida Santos Dumont, 646, Belo Horizonte - MG",Baixo,Alarme disparado,Casal
"Avenida Santos Dumont, 684, Recife - PE",Alto,Vandalismo,"Família (Homem, Mulher, Criança)"
"Travessa Marechal Deodoro, 297, Brasília - DF",Médio,Incêndio,Mulher
